id,question,original_answer,audit_status,support_method,support_pos,match_detail,revised_answer,revised_note,support_excerpt
503,Şeyh Recep vakası nedir?,"Şemseddini Sivasi evlatlarından Recep, İlyaszade Ahmet Kemal ve Zaralızade Celâl, telgrafhane tehdit edilerek Salih Paşa, Naci Bey ve Padişah'a Mustafa Kemal aleyhinde telgraflar çektirmişlerdir. Milli hareketi küçük bir hizbin işi olarak göstermeye çalışmışlardır.",partial_substring_support,answer_ngram_search,437011,şemseddini sivasi evlatlarından recep,,,"r olan mıntıkayı bizden ayırmak arzusunda bulunulmak ihtimali göz önünde tutuldu. Fakat Edirne'nin ve Meriç sınırının, bağımsız bir İslam hükümetine ilhak edilmek için dahi olsa, hiçbir suretle terkine rıza gösterilmemesi esası müştereken tasvip edildi. Bununla beraber, bütün "
504,Mustafa Kemal Şeyh Recep vakasına nasıl tepki vermiştir?,"Telgrafhaneye bir manga asker yerleştirmiş, asayişi bozuculara karşı tereddüt etmeden silah kullanılacağını bildirmiş, küstahane hareketlere kalkışanların derhal tutuklanmasını emretmiştir.",partial_substring_support,answer_ngram_search,298838,karşı tereddüt etmeden silah,,,"da milli arzunun temin ve tatbiki için son noktaya kadar askerlikten ve rütbe zincirinden ayrılmamak cihetini, geleceğin zapturaptı için dahi elzem görüyorum. Cüretle basiretin kaynaştırılmadığı yerlerde ve işlerde, netice pek parlak da olsa, tez elden aksine döndüğü "
505,Adapazarı olayında kimler ve nasıl bir tahrik hareketi başlatmıştır?,"Talostan Bey, İstanbul'dan para ve talimatla gelen Bekir Bey ve Sapanca'dan Beslân namında bir tahsildar birleşerek, atlı yaya şahıslarla Adapazarı kasabasını basmaya karar vermişlerdir. Süvari olacaklara 30, piyade yazılacaklara 15 lira vaat edilmiştir.",partial_substring_support,answer_ngram_search,446182,adapazarı kasabasını basmaya karar,,,"taşımaktadır, İlyaszade Ahmet Kemal Bana da 19 Teşrinievvel [Ekim] 1919 tarihli olan şu telgraf geldi: Amasya'da Mustafa Kemal Paşa'ya Ahalimiz, Padişah ve hükümetin fikirlerini bizzat Salih Paşa'dan veyahut emin bir lisandan işitmedikçe, aradaki anlaşmazlığa hallolunmuş gö"
506,Harbiye Nazırı Cemal Paşa'nın 9 Aralık 1919 tarihli telgrafında ne talep edilmiştir?,"Anadolu'da intizam ve güvenliğin sağlanması, Heyeti Temsiliye'nin ılımlı hareket etmesi, düşman devletlere karşı tehditkâr tutum alınmaması, temsilcilere telgraf çekilmemesi talep edilmiştir. Hıristiyan ahalinin katliamdan korktuğu iddia edilmiştir.",partial_substring_support,answer_ngram_search,530679,devletlere karşı tehditk,,,ında tebligat icrasıyla propaganda heyetlerinin bu mesele için faaliyete davet edilmesi lüzum ve zaruretini arz eder ve hürmetler takdim eylerim. 29/30.10.1919 Sait Benim bir mektubumdan Hikmet'e bahsedilmiş. Bu mektubun muhteviyatını nereden öğrenmişler? Bizzat H
507,Mustafa Kemal Cemal Paşa'ya 11 Aralık 1919'da nasıl cevap vermiştir?,"Anadolu'da intizam bozulmamış, milli birlik sayesinde düzen sağlanmıştır. Dahiliye Nezareti eski zihniyeti sürdürmektedir. Millet düşman devletlere tehdit oluşturmamış, haklarını koruyacaktır. Heyeti Temsiliye'nin protestoları meşru haktır. Vakar ve haysiyet esas kabul edilmiştir.",partial_substring_support,answer_ngram_search,532776,milli birlik sayesinde,,,"unduğuma hükmetmeyiniz. Çünkü Türkiye üzerinde, sizden başka bir kuvvetin nüfuz ve hâkimiyetini sürdürmesi, siyasi gayemize aykırıdır. Fransa, İtalyan ve bilhassa Amerika'nın gerek ricali ve gerek matbuatıyla bu kuvvete karşı gösterdikleri muhtelif eğilimler, si"
508,Çürüksulu Mahmut Paşa kimdir ve hangi beyanatı eleştirilmiştir?,"Âyan üyelerinden ve İstihzaratı Sulhiye Komisyonu üyesi Çürüksulu Mahmut Paşa, 'Ermenilerin fazla taleplerine hak vermeksizin, sınırlarda bazı düzeltmelerin icrasına razı oluruz' beyanatı vermiş ve bu eleştirilmiştir.",partial_substring_support,answer_ngram_search,537492,vermeksizin sınırlarda bazı düzeltmelerin icrasına,,," hatalı olup, netice ve semere verecek mahiyette değildir. Sait Molla vasıtasıyla Adapazarı'na gönderilen iki bin liranın yakında verimli netice vereceği hakkındaki vaadin boşluğunu vakalar size ispat etmiş olacağından fazla söze lüzum görmem. Bilhassa, sizinle temasa gelen sahtekârlar tar"
509,Mustafa Kemal Mahmut Paşa'ya ne yazmıştır?,"Doğu Anadolu ahalisinin son derece kırgın ve üzgün olduğunu, milletin Ermenistan'a bir karış toprak terk etmeyeceğini, hatta hükümet boyun eğerse milletin haklarını bizzat müdafaaya azmeylediğini yazmıştır.",partial_substring_support,answer_ngram_search,538248,haklarını bizzat müdafaaya azmeylediğini,,,"tarzda vuku bulmakta olan teşebbüslerini, elimizde mevcut vesikalar ile İngiliz milletinin nazarına arz edersek, netice dünyaca takdire değer görülmez zannederim. Fakat bu hususta, garipliği itibariyle şunu da arz etmek mecburiyetindeyim ki, zatıâlileri ruhani mesleğe mensup iken"
510,Sivas Telgraf Başmüdürü Lütfi 19 Ekim 1919'da ne bildirmiştir?,Şeyh Recep ve arkadaşlarının telgraflarının gece getirildiğini ve memurların korkutularak yazdırıldığını bildirmiştir. Memurların tehdit edilmesinin kanuna isyan mahiyetinde olduğunu belirtmiştir.,partial_substring_support,answer_ngram_search,439029,kanuna isyan mahiyetinde,,,"t 11. maddesi muhteviyatı olan Anadolu ve Rumeli Müdafaai Hukuk Cemiyeti'nin vaziyeti ve bundan sonraki faaliyet şekli ve sahası hususu söz konusu edildi. Bu maddede, milli iradeyi hâkim kılacak olan Milli Meclis'in, kanun yapma ve denetleme haklarına emniyet ve s"
511,Ali Rıza Paşa hükümeti ile Heyeti Temsiliye arasında anlaşma neden sağlanamamıştır?,"Hükümet Heyeti Temsiliye'nin tekliflerine cevap vermemiş, Vekiller Heyeti'nden hiç kimse Heyeti Temsiliye'ye muhatap olmak istememiş, önerilen altı temel teklife yetersiz karşılık verilmiştir.",partial_substring_support,answer_ngram_search,375219,hükümet heyeti temsiliye,,," her şeyi kabul ve tatbike hazır bulunduklarını anlatmış ve her halde anlaşmazlık çıkaran ve bunda ısrar eden tarafın Heyeti Temsiliye olduğunu söylemiş. İhtimal ki, Yunus Nadi Bey'in bizimle şahsi tanışıklığından dolayı tarafları uzlaştırmak için arabuluculuk yap"
512,Şeyh Recep vakası neden önemlidir?,"Bütün milletin birliğinden bahseden, milli teşkilata dayanarak kabine düşüren bir heyetin reisi aleyhinde, yeni kabine delegesiyle müzakereye girişeceği sırada, Sivas ahalisi namına ayaklanma telgrafının çekilebilmesi manidar idi. Düşmanlar için bu ses çok kuvvetli ve mühim idi.",partial_substring_support,answer_ngram_search,441261,yeni kabine delegesiyle müzakereye girişeceği,,,). Gizli kabul edilip imza altına alınmayan dördüncü protokol şu idi: 1. Bazı kumandanların atılmasına ve bir kısım subayların divanıharbe verilmelerine dair çıkan Padişah iradelerinin ve diğer emirlerin düzeltilmesi. 2. Malta'ya sürülmüş olanlar hakkında kendi ilgili mahkemelerimizde
513,Mustafa Kemal neden telgrafhaneye asker yerleştirme emri vermiştir?,"Telgrafhane tehdit edilerek meşru milli birlik aleyhinde zihinleri bulandırıcı ve asayişi bozucu teşebbüslerde bulunulmasını engellemek, inzibatı sağlamak ve milli hareketin itibarını korumak için.",partial_substring_support,answer_ngram_search,443661,milli birlik aleyhinde zihinleri bulandırıcı,,,"yazlarına vâkıf). Yazı Heyeti: Reşit Saffet Bey,( Maliye eski Kalemi Mahsus Müdürü), Şevki Bey, Salih Bey, Orhan Bey, Hüseyin Bey (Robert Kolej Türkçe Muallimi) Efendiler, bu müzakerelerimizin zabıtları arasında en mühim noktanın, Milli Meclis'in toplanma mahalline ait olduğunun yüks"
514,Adapazarı olayında isyancılar neden hareket etmişlerdir?,"İstanbul'dan para ve talimatla gelen Bekir Bey tarafından, bir hafta müddet verildiği ve 'Padişah'ın hayatta olup olmadığını öğrenmek, Mustafa Kemal Paşa'yı padişah makamına kabul etmemek' gerekçesiyle harekete geçirilmişlerdir.",partial_substring_support,answer_ngram_search,446594,olup olmadığını öğrenmek,,,"i Sivasi evlatlarından Recep Kâmil Efendiler, biz, bütün memleketi uyarmak ve aydınlatmakla uğraşıyoruz. Fakat, düşmanlarımız da, bize karşılık her yerde ve hatta bizzat bulunduğumuz ve her suretle hâkim olduğumuz Sivas şehrinde bile, kötülüklerini icra ettirebile"
515,Mustafa Kemal neden Dahiliye Nezareti'ni sert bir şekilde eleştirmiştir?,"Dahiliye Nezareti, milli harekâta aleyhtarlıklarından dolayı millet tarafından kovulan memurları ısrarla tayin etmektedir. Aynı müsteşar, aynı müdürler görevde kalmaktadır ve eski Nazır Âdil Bey ruhu hâlâ yaşamaktadır.",partial_substring_support,answer_ngram_search,413478,dolayı millet tarafından kovulan memurları,,," Ahmet İzzet Paşa'nın şifre dahilinde kalan imzasıyla, Harbiye Nazırı Cemal Paşa'dan 7/8 Teşrinievvel [Ekim] 1919 tarihli şöyle bir telgraf almıştık: Harbiye'den, 7/8 Teşrinievvel [Ekim] 1919 Mustafa Kemal Paşa Hazretleri'ne Yeni kabinede çoğunlukla mevcut olan eski ve samimi arkad"
516,Cemal Paşa neden Heyeti Temsiliye'yi ılımlı olmaya davet etmiştir?,"Sulh Konferansı'na çağrılmak için düşman devletlerin gözünde Anadolu'da düzen sağlandığı imajı vermek, iki hükümet görüntüsünü ortadan kaldırmak ve barış görüşmelerini kolaylaştırmak için.",partial_substring_support,answer_ngram_search,359352,ortadan kaldırmak,,,"grafın verilmesini tavsiye ettik: Şifre 3.,20.,12.,15.,13. Kolordu Kumandanlıklarına 20. Kolordu Kumandanı Fuat Paşa'ya (ayrıca) Konya'da Refet Bey'e (ayrıca) Harbiye Nazırı Cemal Paşa'nın ilk tebliğine cevap olmak üzere aşağıdaki telgrafın gizli olarak adı"
517,"Mustafa Kemal'in 'Sivas'taki zevatın görülen dalgınlığı, her yerde ne kadar kayıtsızlıklar vuku bulmuş olduğuna güzel bir misal' sözünün anlamı nedir?","Sivas gibi milli hareketin merkezinde bile düşman ajanlarının faaliyet gösterebilmesi, diğer yerlerde daha büyük gevşeklikler olduğunu gösterir. Yerel yetkililerin yeterince uyanık olmadığını eleştirir.",partial_substring_support,answer_ngram_search,57648,milli hareketin,,,nisa ve Aydın civarını işgali Bu tarihe kadar Yunan ordusunun Manisa ve Aydın civarlarını da işgal eylediğinden haberdar oldum. Fakat İzmir'de ve Aydın'da bulunduklarını bildiğim kuvvetlerin ne halde olduklarına dair hiçbir taraftan henüz açık bir malumat
518,Mustafa Kemal'in 'memlekette iki hükümetin mevcudiyeti' iddiasına verdiği cevabın özü nedir?,"Heyeti Temsiliye'nin temsilcilere telgraf çekmesi meşru haktır. Hükümet de aynı hassasiyeti gösterirse iki hükümet değil, güçlü bir birlik ortaya çıkar. Sorun Heyeti Temsiliye'de değil, hükümetin milli duyarlılığı göstermemesindedir.",partial_substring_support,answer_ngram_search,534980,temsiliye nin temsilcilere telgraf çekmesi,,,"ğım malum isyanları, ihtilalleri, resmi düşman kuvvetleri tecavüzlerini bastırmak, bertaraf etmek için çok uğraştık. Ali Rıza Paşa kabinesi, gözüne batan Kuvayi Milliye'yi batırmaya ve bunun için bizimle didişmeye bakmaktan başka bir yardımda bulunmadığı gibi, ondan sonra iktidar m"
519,Mustafa Kemal'in 'Heyeti Temsiliye vakar ve haysiyeti miskinlik ve alçalmaya tercih eylemeyi esas kabul etmiştir' sözünün anlamı nedir?,"Heyeti Temsiliye düşman devletler karşısında boyun eğmeyecektir, gerekirse mücadele edecektir. Onur ve şeref her şeyden önemlidir. Hükümetin tavizkar tutumuna karşı sert bir eleştiridir.",partial_substring_support,answer_ngram_search,5516,heyeti temsiliye,,,", İktidarsızlığın Numunesidir Damat Şerif Paşa Milleti Zehirliyor Yegâne Kabahatimiz Ahmet İzzet Paşa'nın Nasihatnamesi Ali Rıza Paşa Cumhuriyet Yapılacağını Keşfediyor Salih Paşa Heyeti Temsiliye İle Temas İçin Geliyor Askeri Nigehban Cemiyeti İşgali, Kın"
520,Mustafa Kemal'in 'hükümet milletin itimadını hakkıyla kazanmak istiyorsa asıl derdi kendi içinde tedavi eylemelidir' sözünün anlamı nedir?,"Hükümet Heyeti Temsiliye'yi eleştirmek yerine kendi içindeki sorunları çözmeli. Dahiliye Nezareti'nin eski zihniyeti, hain memurların korunması gibi sorunlar önce çözülmelidir. Sorun Heyeti Temsiliye'de değil hükümettedir.",partial_substring_support,answer_ngram_search,375219,hükümet heyeti temsiliye,,," her şeyi kabul ve tatbike hazır bulunduklarını anlatmış ve her halde anlaşmazlık çıkaran ve bunda ısrar eden tarafın Heyeti Temsiliye olduğunu söylemiş. İhtimal ki, Yunus Nadi Bey'in bizimle şahsi tanışıklığından dolayı tarafları uzlaştırmak için arabuluculuk yap"
521,Salih Paşa ve Naci Bey'in Anadolu'ya gönderilmesinin amacı nedir?,"İstanbul hükümeti ile Heyeti Temsiliye arasındaki anlaşmazlığı gidermek, Padişah'ın iradesini iletmek ve görüşmeleri yürütmek amacıyla delegeler olarak gönderilmişlerdir.",partial_substring_support,answer_ngram_search,3368,stanbul hükümeti,,,vanmertliğine Güvenmek ve Vicdani Vazifeye Devam Etmek Kararı Mersinli Cemal Paşa'nın İstanbul'a Gitmesi Kumandayı Terk Etmemek Emri Refet Bey'in 3. Kolordu Kumandanlığı'nı Bırakması Hamit Bey'in İstanbul Hükümetince Azli Refet Bey'le Haberleşmeler Erzurum
522,Şeyh Recep'in telgraflarının gerçek amacı nedir?,"Mustafa Kemal ve milli hareketi Padişah nezdinde zayıflatmak, milli birliği baltalamak, Heyeti Temsiliye'nin meşruiyetini sorgulatmak ve İstanbul hükümetinin işini kolaylaştırmak.",partial_substring_support,answer_ngram_search,7067,heyeti temsiliye nin,,,atı Milli Teşkilatın Düzene Sokulması Yahya Kaptan Meselesi Vicdani Vazifelerimden Biri 1919 Sonbaharında Karşılaştığımız Diğer Bazı Vakalar Ankara'ya Geliş Kâzım Karabekir Paşa Heyeti Temsiliye'nin Ankara'ya Gitmesine Taraftar Değildi Genel Vaziyeti İdare ve 
523,Bekir ve arkadaşlarının Adapazarı'yı basma girişiminin gerçek amacı nedir?,"Milli hareketi zayıflatmak, Anadolu'da düzen sağlanamadığı propagandası yapmak, İstanbul hükümetine ve İtilaf Devletlerine milli hareketin zayıf olduğunu göstermek.",partial_substring_support,answer_ngram_search,132350,olduğunu göstermek,,,"er."" Buna karşı icap eden tedbirler alındı ve Meclisi Mebusan'ın toplantıya daveti talep olundu (Vesika: 39). Ağustos'un yedinci günü Kongre toplantısına son verirken, Kongre heyetine: ""Esaslı kararlar alındığını ve cihana milletimizin mevcudiyet ve birliğin"
524,Cemal Paşa'nın 9 Aralık 1919 telgrafının amacı nedir?,"Heyeti Temsiliye'yi Sulh Konferansı öncesinde yumuşatmak, İtilaf Devletlerine karşı daha ılımlı tutum sergilemesini sağlamak, Anadolu'da düzenin sağlandığı imajını vermek ve iki otorite görüntüsünü ortadan kaldırmak.",partial_substring_support,answer_ngram_search,42116,tilaf devletlerine karşı,,,"unu ve dokunulmazlığını düşünüyor. Halife ve padişahsız kurtuluşun manasını anlamak kabiliyetinde değil... Bu inanca muhalif fikir ve görüş ortaya koyacakların vay haline! Derhal dinsiz, vatansız, hain, reddolunmuş olur... Diğer mühim bir noktayı da ifade etmek la"
525,Mustafa Kemal'in telgrafhane güvenliği için aldığı tedbirlerin amacı nedir?,"Düşman ajanlarının tekrar telgrafhaneyi kullanarak milli harekât aleyhinde propaganda yapmalarını engellemek, haberleşme emniyetini sağlamak ve benzeri küstahane hareketlerin tekrarını önlemek.",revised_from_text_manual,question_ngram_search,11,mustafa kemal,"Cilt Genel Yayın Yönetmeni Şule Perinçek Editörler Nejat Bayramoğlu, Kurtuluş Güran Çevriyazı Ercüment Hüsnü B",Revised by extraction,"NUTUK Gazi Mustafa Kemal NUTUK 1. Cilt Genel Yayın Yönetmeni Şule Perinçek Editörler Nejat Bayramoğlu, Kurtuluş Güran Çevriyazı Ercüment Hüsnü B"
526,Ali Rıza Paşa hükümetine yapılan altı teklifin özeti nedir?,"1. Milli emellerin haklılığını ilan. 2. Hain memurları cezalandırma. 3. Siyasi sebeplerle istihdam edilen emeklileri görevden alma. 4. Ali Kemal, Âdil, Süleyman Şefik gibi şahısları yargıya verme. 5. Milli harekâta katılanları takipten vazgeçme. 6. Basını sansürden kurtarma.",partial_substring_support,answer_ngram_search,332503,milli emellerin,,," isabet gösterilmediğini beyan ile özürlü makamını ifade ettiniz. Gerçi bütün ahval ve mahalli vakalar! malum olamayınca bir meselede hakemlik etmek zor ise de, memlekete ait işin hallinde yol gösteren ışık temiz vatan endişesi olmak itibariyle, temel day"
527,Şeyh Recep vakasının özeti nedir?,Sivas'ta Şeyh Recep ve arkadaşları telgrafhaneyi tehdit ederek Padişah'a ve yetkililere Mustafa Kemal aleyhinde telgraflar çektirmişler. Mustafa Kemal sert tedbirler alarak telgrafhaneye asker yerleştirmiş ve faillerin tutuklanmasını emretmiştir. Merkezi hükümet failleri cezalandırmamıştır.,partial_substring_support,answer_ngram_search,54931,merkezi hükümet,,," 15). Kolordu Kumandanı bu soruma ""Konya'da vatan ordusunun teşkilinden haberdar değilim"" cevabını vermişti. 20. Kolordu ve Konya'daki Ordu Müfettişliği ile temasım neticesinde edindiğim malumattan teyakkuz ve uyanıklığı gerektiren noktaları 1 Haziran 191"
528,Adapazarı olayının özeti nedir?,"İstanbul'dan para ve talimatla gelen Bekir Bey ve diğerleri Adapazarı'yı basmaya karar vermişler. Kaymakam Tahir Bey kuvvet toplayarak onları Lütfiye köyünde durdurmuş. Milli kuvvetler isyancıları dağıtmış, bazıları tutuklanmış, Bekir firar etmiştir.",partial_substring_support,answer_ngram_search,445932,stanbul dan para,,,"eri namına cümleten diler ve memleket ve millet namına makine başına teşriflerini büyük bir bağlılıkla istirham eyleriz. Şemseddini Sivasi evlatlarından Recep Kâmil, Zaralızade Celâl ve Ulema, eşraf, tüccar ve esnaftan meydana gelen yüz altmış mührü taşıma"
529,Cemal Paşa'nın 9 Aralık 1919 telgrafının ana mesajı nedir?,Hükümet Sulh Konferansı'na çağrılmak için çaba gösteriyor. Barışın iyi neticeye kavuşması için delegelerin milli itimada sahip olması gerekiyor. Anadolu'da intizam sorunları olduğu iddia ediliyor. Yabancı devletlere karşı tehditkâr tavır alınmamalı. Heyeti Temsiliye ılımlı hareket etmeli.,partial_substring_support,answer_ngram_search,529437,barışın iyi neticeye kavuşması,,,"zun uzadıya, talimatınız dahilinde görüştüm. Rızalarını aldım. Mahallelerde propagandalar başladı. İcap edenleri elde edecekler. Bol para dağıtmak suretiyle görüş ayrılıkları yaratacaklardır. Zatı Şahane'nin bu hususta aydınlatılması elzemdir. Maksada üstadane görüş ve "
530,Mustafa Kemal'in Cemal Paşa'ya 11 Aralık cevabının ana noktaları nelerdir?,1. Anadolu'da intizam milli birlik sayesinde sağlanmıştır. 2. Dahiliye Nezareti eski zihniyeti sürdürüyor. 3. Millet düşman devletlere tehdit oluşturmamış. 4. Heyeti Temsiliye'nin protestoları meşru haktır. 5. Hükümet millet ile aynı hassasiyeti göstermeli. 6. Heyeti Temsiliye vakar ve haysiyeti esas kabul eder.,partial_substring_support,answer_ngram_search,532776,milli birlik sayesinde,,,"unduğuma hükmetmeyiniz. Çünkü Türkiye üzerinde, sizden başka bir kuvvetin nüfuz ve hâkimiyetini sürdürmesi, siyasi gayemize aykırıdır. Fransa, İtalyan ve bilhassa Amerika'nın gerek ricali ve gerek matbuatıyla bu kuvvete karşı gösterdikleri muhtelif eğilimler, si"
531,Mustafa Kemal'in Sivas'taki Heyeti Temsiliye üyelerine sorduğu altı soru nedir?,1. Şeyh Recep'in telgrafını gördünüz mü? 2. Telgrafhanede nöbetçi subayı yok mu? 3. Böyle bir küstahlık nasıl vuku bulabilir? 4. Yabancılarla İtilâf ve Hürriyetçilerin hıyanetkârane hareketlerine dair tebligat alınmadı mı? 5. Telgraf memurları neden haberdar edilmedi? 6. Alınan tedbirler nedir?,partial_substring_support,answer_ngram_search,442216,telgrafhanede nöbetçi subayı yok,,,rilmesi (bilhassa subayların ve memurların bu gibi cemiyetlere mensup olmalarının katiyen yasaklanması). 8. Aydın Kuvayi Milliyesi'nin takviyesi ve iaşelerinin kolaylaştırılması ve temini. (Bu husus Harbiye Nezareti'nce tanzim olunur. Donanma Cemiyeti'nin 400.000 lirasınd
532,Mustafa Kemal'in telgrafhane için verdiği üç temel emir nedir?,"1. Telgrafhane tamamen kontrol altına alınacak, bir manga asker yerleştirilecek. 2. Asayişi bozuculara karşı tereddüt etmeden silah kullanılacak. 3. Küstahane hareketlere kalkışanlar derhal tutuklanacak, karar için izin beklenmeyecek.",partial_substring_support,answer_ngram_search,443479,telgrafhane tamamen kontrol altına alınacak,,,"ıza Bey (Bahriye Miralayı), Refet Bey (İstatistik), Emiri Efendi (Tarih), Münir Bey (Hukuk Müşaviri), Mütehassıs bir zat (Ticari işler), Mütehassıs bir zat (Muhtelif mezheplerin imtiyazlarına vâkıf). Yazı Heyeti: Reşit Saffet Bey,( Maliye eski Kalemi Mahsus Müdürü), Şevki Bey, Salih"
533,Mustafa Kemal Osman Tufan ve Recep Zühtü Beylere ne talimatı vermiştir?,Milli harekât aleyhinde küstahlık edenler hakkında yapılacak muamele bildirilmiştir. Vaziyeti takip edin. Müsamaha görülürse bizzat müdahale ederek şahısların tutuklanmasını sağlayın. Her kime karşı olursa olsun tereddüte mahal yoktur.,partial_substring_support,answer_ngram_search,444725,aleyhinde küstahlık edenler hakkında yapılacak,,,"kası Yalnız, efendiler, biz Amasya'ya gelmek üzere Sivas'tan ayrılır ayrılmaz, Sivas'ta pek de hoşa gitmeyen bir hadise cereyan etmiştir. Bu hadise hakkında kısaca malumat arz edeyim: Amasya'ya vardığımızda, İtilâf ve Hürriyetçilerin yabancılarla müştereken birtakım hıyanet kârane hare"
534,Vali Reşit Paşa Şeyh Recep vakasından sonra ne bildirmiştir?,Vakanın genişlemesi ihtimali varken önüne geçilmiş ve gösterilen seri ve sert icraattan dolayı buna benzer ahvalin bundan böyle ortaya çıkmayacağının anlaşılmış olduğunu bildirmiştir.,partial_substring_support,answer_ngram_search,445328,ortaya çıkmayacağının anlaşılmış olduğunu,,,"dedim. Halbuki, Şeyh Recep ve arkadaşlarından Ahmet Kemal ve Celâl namında üç şahıs, bir gece telgrafhanede, kendilerine mensup bir telgrafçı vasıtasıyla, arzu ettikleri telgrafları çekmişler... Hakikaten, Amasya Telgrafhanesi'nden Salih Paşa'ya ait şu telgrafı getirdiler: 16613 K"
535,Merkezi hükümet Şeyh Recep'i cezalandırmış mıdır?,"Hayır, merkezi hükümet Şeyh Recep'i ve arkadaşlarını cezalandırmamıştır. Mustafa Kemal bu miskin ve adi şeyhin bundan sonra da düşman aleti olarak kötülükler yapacağını belirtmiştir.",partial_substring_support,answer_ngram_search,445582,düşman aleti olarak,,,"elgrafı getirdiler: 16613 K. Sivas, 18 Teşrinievvel [Ekim] 1919 82 Bahriye Nazırı Devletlü Salih Paşa Hazretleri'ne Yaveri Hazreti Şehriyari Saadetlü Naci Beyefendi Hazretleri'ne Aylardan beri memleketimizde cereyan eden hali anlamak ve meselenin mahiyetine v"
536,Adapazarı Kaymakamı Tahir Bey kimdir ve ne yapmıştır?,"Adapazarı Kaymakamı Tahir Bey, kasabayı basmaya gelenlerin haberini almış, İzmit'ten gelen bir binbaşı ile yirmi beş kadar atlı tedarik ederek Lütfiye köyünde isyancılara karşı hareket etmiştir.",partial_substring_support,answer_ngram_search,447493,adapazarı kaymakamı tahir bey,,,"ldığımı arz ettiğim telgrafın suretini ilave ediyorlar. Sivas Telgraf Başmüdürü de aynı günde şu malumatı veriyor: Mustafa Kemal Paşa Hazretleri'ne Şemseddini Sivasi evlatlarından Recep, İlyaszade Ahmet Kemal ve Zaralızade Celâl imzaları ile yazılan telgrafnameleri tak"
537,Adapazarı'yı basmaya gelenler hareket maksatlarını nasıl açıklamışlardır?,"Padişah Hazretleri'nin hayatta ve yüce hilafet makamlarında olup olmadığını öğrenmek için Adapazarı'na makine başına gelmek istediklerini, Mustafa Kemal Paşa'yı padişah makamına kabul edemediklerini söylemişlerdir.",partial_substring_support,answer_ngram_search,446573,hilafet makamlarında olup olmadığını öğrenmek,,,"zade Celâl, Şemseddini Sivasi evlatlarından Recep Kâmil Efendiler, biz, bütün memleketi uyarmak ve aydınlatmakla uğraşıyoruz. Fakat, düşmanlarımız da, bize karşılık her yerde ve hatta bizzat bulunduğumuz ve her suretle hâkim olduğumuz Sivas şehrinde bile, kötülüklerini icra ettirebile"
538,Bekir kimdir ve ne yapmıştır?,"Manyaslı, subaylıktan atılmış bir kişi olan Bekir, İstanbul'da mühimce zevatla teması olduğunu beyan etmiş, 'Bu iş için İstanbul'ca bir hafta müddet tayin ettiler; beş gün geçti, iki günümüz kaldı. İşi çabuklaştıralım' demiştir. Sonra firar etmiştir.",partial_substring_support,answer_ngram_search,447029,hafta müddet tayin ettiler,,,"rde ne kadar kayıtsızlıklar ve müsamahalar vuku bulmuş olduğuna çok güzel bir misal teşkil eder. 19 Teşrinievvel (19 Ekim) günü Sivas'taki arkadaşlar, Heyeti Temsiliye imzasıyla şu telgrafı veriyorlardı: Amasya'da Mustafa Kemal Paşa Hazretleri'ne Şeyh Recep ve arkad"
539,Mustafa Kemal Adapazarı olayıyla ilgili Harbiye Nazırı'na ne bildirmiştir?,"Bekir ve hempalarının hareketleri ve hüviyetleri hakkındaki malumatı bildirmiş ve 'hükümeti seniyece bu gibi bozguncu hareketlere karşı vaktü zamanında tesirli tedbirler alınmayıp, mesele milli teşkilata temas eylediği takdirde en sert tedbirlere girişmekte kendimizi mazur göreceğimizi' belirtmiştir.",partial_substring_support,answer_ngram_search,448097,tedbirlere girişmekte kendimizi mazur göreceğimizi,,,"k, doğrusu kanuna isyan mahiyetindedir. Keyfiyeti vilayeti celiyeye arz ettim ve memlekette intizamın tesisi için çalışmakta olan zatı devletlerine de vaziyeti arz ederim. Hususi ihtiram ve tazimatımın kabul buyurulması istirham olunur. 19 Teşrinievvel [Ekim] 1919 Başmüdür Lütfi Dersaadet "
540,Adapazarı olayında yakalanan kişiler kimlerdir?,Tahsildar Beslân ve biraderi Hasan Çavuş yakalanmıştır. Asıl talimat ve para ile İstanbul'dan gelmiş olan Bekir firar eylemiştir.,partial_substring_support,answer_ngram_search,448339,biraderi hasan çavuş,,,"şrinievvel [Ekim] 1919 Başmüdür Lütfi Dersaadet Merkez Şefi Bey'e: Halkın lisanından arz olunan ve memleket ve milletin selameti namına takdimi istirham olunan telgraflarımızı tutan, din ve devlet hainidir. Nihayet kan dökülmesine sebep olacaktır. Padişah'a du"
541,İzmit'teki 'İngiliz İbrahim' kimdir?,"İzmit'te kışkırtıcı ve tertipçi olarak tanınan, İngilizlerle bağlantılı biri olduğu için bu isimle anılan bir kişidir. Hakkında takibat başlatılmıştır.",partial_substring_support,answer_ngram_search,414665,hakkında takibat,,,"na imkân bırakmayacak bir dahili vaziyet ve halin, harici siyaset üzerine olabilecek uğursuz tesirleri izaha muhtaç değildir. Bir an evvel mebusların seçilmesi ve Meclis'in toplanması için, hükümeti seniyece seri tedbirler alınmaktadır. Vatanın muhafazası "
